id,shoe_id,device_id,temperature,humidity,gas_level,duration_usage,fan_usage_duration,uv_usage_duration,created_at
62,1,1,27.5,75.8,160.66,0.58,0.29,0.1,2026-06-05 12:39:19.473776
63,1,1,27.5,75.8,159.78,0.58,0.29,0.1,2026-06-05 12:39:24.755134
64,1,1,27.5,75.8,160.44,0.58,0.29,0.1,2026-06-05 12:39:30.029532
65,1,1,27.5,75.9,158.24,0.59,0.29,0.1,2026-06-05 12:39:35.31097
66,1,1,27.5,75.8,158.68,0.59,0.29,0.1,2026-06-05 12:39:40.58557
67,1,1,27.5,75.9,159.78,0.59,0.29,0.1,2026-06-05 12:39:44.286493
68,1,1,27.5,76,166.37,0.59,0.29,0.1,2026-06-05 12:39:49.562185
69,1,1,27.5,76,154.73,0.59,0.29,0.1,2026-06-05 12:39:54.840927
70,1,1,27.4,76,152.97,0.59,0.29,0.1,2026-06-05 12:40:00.109056
71,1,1,27.5,75.9,161.1,0.6,0.29,0.1,2026-06-05 12:40:05.382219
72,1,1,27.4,76,167.25,0.6,0.29,0.1,2026-06-05 12:40:09.092926
73,1,1,27.4,76,158.9,0.6,0.29,0.1,2026-06-05 12:40:14.366101
74,1,1,27.4,76,160.22,0.6,0.29,0.1,2026-06-05 12:40:19.643245
75,1,1,27.4,76,156.26,0.6,0.29,0.1,2026-06-05 12:40:24.917636
76,1,1,27.4,76,154.07,0.6,0.29,0.1,2026-06-05 12:40:30.19987
77,1,1,27.5,76.1,159.78,0.6,0.29,0.1,2026-06-05 12:40:35.475893
78,1,1,27.4,76.1,155.38,0.61,0.29,0.1,2026-06-05 12:40:39.186285
79,1,1,27.4,76.1,159.78,0.61,0.29,0.1,2026-06-05 12:40:44.46408
80,1,1,27.5,76.1,161.54,0.61,0.29,0.1,2026-06-05 12:40:49.730773
81,1,1,27.5,76.1,161.98,0.61,0.29,0.1,2026-06-05 12:40:55.009972
82,1,1,27.4,76.1,165.49,0.61,0.29,0.1,2026-06-05 12:41:00.281718
83,1,1,27.4,76.1,163.3,0.61,0.29,0.1,2026-06-05 12:41:05.556828
84,1,1,27.4,76.2,166.81,0.61,0.29,0.1,2026-06-05 12:41:09.268031
85,1,1,27.4,76.1,162.64,0.62,0.29,0.1,2026-06-05 12:41:14.547922
86,1,1,27.4,76.1,163.52,0.62,0.29,0.1,2026-06-05 12:41:19.815899
87,1,1,27.4,76.1,158.9,0.62,0.29,0.1,2026-06-05 12:41:25.09334
88,1,1,27.4,76.1,159.12,0.62,0.29,0.1,2026-06-05 12:41:30.379077
89,1,1,27.4,76.1,158.9,0.62,0.29,0.1,2026-06-05 12:41:34.106005
90,1,1,27.4,76.1,160,0.62,0.29,0.1,2026-06-05 12:41:39.354148
91,1,1,27.4,76.2,159.56,0.63,0.29,0.1,2026-06-05 12:41:44.626118
92,1,1,27.4,76.1,162.86,0.63,0.29,0.1,2026-06-05 12:41:49.895843
93,1,1,27.4,76.1,159.78,0.63,0.29,0.1,2026-06-05 12:41:55.172181
94,1,1,27.4,76.1,152.75,0.63,0.29,0.1,2026-06-05 12:42:00.442771
95,1,1,27.4,76,161.54,0.63,0.29,0.1,2026-06-05 12:42:04.170943
96,1,1,27.3,76.1,167.25,0.63,0.29,0.1,2026-06-05 12:42:09.444707
97,1,1,27.4,76.1,160,0.63,0.29,0.1,2026-06-05 12:42:14.728491
98,1,1,27.4,76.1,155.16,0.64,0.29,0.1,2026-06-05 12:42:19.987801
99,1,1,27.4,76.1,159.78,0.64,0.29,0.1,2026-06-05 12:42:25.258045
100,1,1,27.4,76.1,159.78,0.64,0.29,0.1,2026-06-05 12:42:30.533964
101,1,1,27.4,76.2,157.14,0.64,0.29,0.1,2026-06-05 12:42:34.250696
102,1,1,27.4,76.2,159.34,0.64,0.29,0.1,2026-06-05 12:42:39.517937
103,1,1,27.4,76.2,160.22,0.64,0.29,0.1,2026-06-05 12:42:44.797737
104,1,1,27.4,76.3,163.3,0.64,0.29,0.1,2026-06-05 12:42:50.073488
105,1,1,27.3,76.3,158.24,0.65,0.29,0.1,2026-06-05 12:42:55.351901
106,1,1,27.3,76.2,167.25,0.65,0.29,0.1,2026-06-05 12:42:59.066332
107,1,1,27.3,76.2,159.78,0.65,0.29,0.1,2026-06-05 12:43:04.345218
108,1,1,27.3,76.2,166.81,0.65,0.29,0.1,2026-06-05 12:43:09.610628
109,1,1,27.4,76.2,160.88,0.65,0.29,0.1,2026-06-05 12:43:14.878126
110,1,1,27.3,76.3,162.42,0.65,0.29,0.1,2026-06-05 12:43:20.150466
111,1,1,27.3,76.3,160.44,0.65,0.29,0.1,2026-06-05 12:43:25.422068
112,1,1,27.3,76.4,159.78,0.66,0.29,0.1,2026-06-05 12:43:29.13401
113,1,1,27.5,77.2,158.68,0.58,0.29,0.1,2026-06-05 12:44:22.408831
114,1,1,27.5,76.9,167.25,0.58,0.29,0.1,2026-06-05 12:44:26.134232
115,1,1,27.5,76.7,162.86,0.58,0.29,0.1,2026-06-05 12:44:31.397579
116,1,1,27.5,76.6,161.1,0.58,0.29,0.1,2026-06-05 12:44:36.653496
117,1,1,27.5,76.5,166.37,0.59,0.29,0.1,2026-06-05 12:44:41.924293
118,1,1,27.6,76.5,162.64,0.59,0.29,0.1,2026-06-05 12:44:47.19316
119,1,1,27.6,76.4,163.96,0.59,0.29,0.1,2026-06-05 12:44:52.473278
120,1,1,27.6,76.5,163.52,0.59,0.29,0.1,2026-06-05 12:44:56.211352
121,1,1,27.6,76.5,164.4,0.59,0.29,0.1,2026-06-05 12:45:01.511207
122,1,1,27.6,76.4,161.1,0.59,0.29,0.1,2026-06-05 12:45:06.748511
123,1,1,27.6,76.4,163.52,0.59,0.29,0.1,2026-06-05 12:45:12.018755
124,1,1,27.6,76.2,162.86,0.6,0.29,0.1,2026-06-05 12:45:17.292695
125,1,1,27.6,76.2,160.44,0.6,0.29,0.1,2026-06-05 12:45:21.868229
126,1,1,27.7,76.2,152.53,0.6,0.29,0.1,2026-06-05 12:45:26.295627
127,1,1,27.6,76.2,163.74,0.6,0.3,0.1,2026-06-05 12:45:31.567486
128,1,1,27.7,76.1,164.18,0.6,0.3,0.1,2026-06-05 12:45:36.870597
129,1,1,27.7,75.9,163.08,0.6,0.3,0.11,2026-06-05 12:45:42.104644
130,1,1,27.7,76,159.78,0.6,0.3,0.11,2026-06-05 12:45:47.372165
131,1,1,27.7,76.4,157.14,0.61,0.3,0.11,2026-06-05 12:45:51.107827
132,1,1,27.8,76.1,162.2,0.61,0.3,0.11,2026-06-05 12:45:56.377366
133,1,1,27.8,76.1,163.96,0.61,0.3,0.11,2026-06-05 12:46:01.651859
134,1,1,27.8,76,172.53,0.61,0.31,0.11,2026-06-05 12:46:06.916113
135,1,1,27.8,76,165.27,0.61,0.31,0.11,2026-06-05 12:46:12.190379
136,1,1,27.9,76,159.56,0.61,0.31,0.11,2026-06-05 12:46:17.45915
137,1,1,27.9,76,166.81,0.62,0.31,0.12,2026-06-05 12:46:21.189804
138,1,1,27.9,76,167.91,0.62,0.31,0.12,2026-06-05 12:46:26.467969
139,1,1,27.9,76,163.08,0.62,0.31,0.12,2026-06-05 12:46:31.7351
140,1,1,27.9,75.7,165.71,0.62,0.31,0.12,2026-06-05 12:46:37.010844
141,1,1,28,75.5,164.84,0.62,0.32,0.12,2026-06-05 12:46:42.278865
142,1,1,28,75.5,156.7,0.62,0.32,0.12,2026-06-05 12:46:47.554732
143,1,1,28,77.6,152.75,0.58,0.29,0.1,2026-06-05 12:48:12.179356
144,1,1,27.9,76.9,157.36,0.58,0.29,0.1,2026-06-05 12:48:15.889893
145,1,1,27.9,76.3,159.34,0.58,0.29,0.1,2026-06-05 12:48:21.160796
146,1,1,27.9,76.9,170.77,0.58,0.29,0.1,2026-06-05 12:48:26.439328
147,1,1,27.9,77.2,163.74,0.59,0.29,0.1,2026-06-05 12:48:31.717073
148,1,1,27.9,77.5,152.75,0.59,0.29,0.1,2026-06-05 12:48:36.99753
149,1,1,27.9,77.2,159.78,0.59,0.29,0.1,2026-06-05 12:48:40.707104
150,1,1,27.8,77.2,150.55,0.59,0.29,0.11,2026-06-05 12:48:45.978884
151,1,1,27.8,77.2,159.78,0.59,0.29,0.11,2026-06-05 12:48:51.255789
152,1,1,27.8,77.2,158.68,0.59,0.29,0.11,2026-06-05 12:48:56.519018
153,1,1,27.8,77.4,156.26,0.59,0.29,0.11,2026-06-05 12:49:01.79331
154,1,1,27.8,77.6,163.52,0.6,0.29,0.11,2026-06-05 12:49:07.056361
155,1,1,27.8,77.6,155.82,0.6,0.29,0.11,2026-06-05 12:49:10.788426
156,1,1,27.8,77.3,159.78,0.6,0.29,0.11,2026-06-05 12:49:16.064053
157,1,1,27.8,77.2,156.26,0.6,0.29,0.12,2026-06-05 12:49:21.327005
158,1,1,27.7,77.3,159.78,0.6,0.29,0.12,2026-06-05 12:49:26.600171
159,1,1,27.7,77.5,156.26,0.6,0.29,0.12,2026-06-05 12:49:31.877422
160,1,1,27.7,77.8,151.65,0.6,0.29,0.12,2026-06-05 12:49:37.145542
161,1,1,27.7,77.9,158.46,0.61,0.29,0.12,2026-06-05 12:49:40.868047
162,1,1,27.7,77.8,159.78,0.61,0.29,0.12,2026-06-05 12:49:46.140502
163,1,1,27.7,77.8,154.95,0.61,0.29,0.12,2026-06-05 12:49:51.416353
164,1,1,27.7,77.9,159.78,0.61,0.29,0.13,2026-06-05 12:49:56.686317
165,1,1,27.7,77.4,155.38,0.61,0.29,0.13,2026-06-05 12:50:01.963104
166,1,1,27.7,77.6,153.41,0.61,0.29,0.13,2026-06-05 12:50:06.524448
167,1,1,27.6,78.6,156.92,0.62,0.29,0.13,2026-06-05 12:50:10.949994
168,1,1,27.6,79.2,156.92,0.62,0.29,0.13,2026-06-05 12:50:16.225593
169,1,1,27.6,79.4,156.7,0.62,0.29,0.13,2026-06-05 12:50:21.496912
170,1,1,27.6,79.1,154.95,0.62,0.29,0.13,2026-06-05 12:50:26.770057
171,1,1,27.6,78.8,156.26,0.62,0.29,0.14,2026-06-05 12:50:32.040138
172,1,1,27.5,78.3,152.75,0.62,0.29,0.14,2026-06-05 12:50:35.774179
173,1,1,27.6,78.4,155.16,0.62,0.29,0.14,2026-06-05 12:50:41.037657
174,1,1,27.6,78.1,154.29,0.63,0.29,0.14,2026-06-05 12:50:46.309542
175,1,1,27.6,78.1,153.85,0.63,0.29,0.14,2026-06-05 12:50:51.588268
176,1,1,27.6,78.3,150.55,0.63,0.29,0.14,2026-06-05 12:50:56.858574
177,1,1,27.6,78.5,156.48,0.63,0.29,0.14,2026-06-05 12:51:02.120849
178,1,1,27.6,78.3,156.92,0.63,0.29,0.14,2026-06-05 12:51:05.84866
179,1,1,27.5,78.2,155.82,0.63,0.29,0.15,2026-06-05 12:51:11.129195
180,1,1,27.5,78.1,156.7,0.63,0.29,0.15,2026-06-05 12:51:16.411769
181,1,1,27.5,78.2,154.95,0.64,0.29,0.15,2026-06-05 12:51:21.672549
182,1,1,27.5,78.7,157.14,0.64,0.29,0.15,2026-06-05 12:51:26.94123
183,1,1,27.5,78.7,152.09,0.64,0.29,0.15,2026-06-05 12:51:32.221008
184,1,1,27.5,78.9,161.1,0.64,0.29,0.15,2026-06-05 12:51:35.944029
185,1,1,27.5,78.9,156.48,0.64,0.29,0.15,2026-06-05 12:51:41.208169
186,1,1,27.5,79.1,152.75,0.64,0.29,0.16,2026-06-05 12:51:46.483132
187,1,1,27.5,79.4,156.26,0.65,0.29,0.16,2026-06-05 12:51:51.746038
188,1,1,27.5,79.3,160,0.65,0.29,0.16,2026-06-05 12:51:57.020312
189,1,1,27.5,79.6,151.21,0.65,0.29,0.16,2026-06-05 12:52:00.742611
190,1,1,27.5,80,156.48,0.65,0.29,0.16,2026-06-05 12:52:06.020839
191,1,1,27.5,80.4,154.73,0.65,0.29,0.16,2026-06-05 12:52:11.287615
192,1,1,27.5,80.4,151.65,0.65,0.29,0.16,2026-06-05 12:52:16.559932
193,1,1,27.4,79.6,155.16,0.65,0.29,0.17,2026-06-05 12:52:21.83222
194,1,1,27.4,79.4,154.51,0.66,0.29,0.17,2026-06-05 12:52:27.104611
195,1,1,27.4,79.4,156.26,0.66,0.29,0.17,2026-06-05 12:52:30.840104
196,1,1,27.4,79.5,152.75,0.66,0.29,0.17,2026-06-05 12:52:36.099278
197,1,1,27.4,79.3,154.51,0.66,0.29,0.17,2026-06-05 12:52:41.374749
198,1,1,27.4,79.1,159.78,0.66,0.29,0.17,2026-06-05 12:52:46.643828
199,1,1,27.4,79.1,153.41,0.66,0.29,0.17,2026-06-05 12:52:51.910899
200,1,1,27.4,79.4,148.79,0.66,0.29,0.18,2026-06-05 12:52:57.197881
201,1,1,27.4,79.3,157.8,0.67,0.29,0.18,2026-06-05 12:53:00.922402
202,1,1,27.4,79.4,156.7,0.67,0.29,0.18,2026-06-05 12:53:06.221588
203,1,1,27.4,79.9,154.29,0.67,0.29,0.18,2026-06-05 12:53:11.468643
204,1,1,27.4,80.6,152.75,0.67,0.29,0.18,2026-06-05 12:53:16.745178
205,1,1,27.4,80.5,153.19,0.67,0.29,0.18,2026-06-05 12:53:22.007863
206,1,1,27.4,80.9,159.56,0.67,0.29,0.18,2026-06-05 12:53:25.719368
207,1,1,27.4,81.2,156.26,0.67,0.29,0.19,2026-06-05 12:53:30.9917
208,1,1,27.4,81.1,152.53,0.68,0.29,0.19,2026-06-05 12:53:36.258095
209,1,1,27.4,81,156.92,0.68,0.29,0.19,2026-06-05 12:53:41.529699
210,1,1,27.4,80.9,157.8,0.68,0.29,0.19,2026-06-05 12:53:46.805215
211,1,1,27.4,80.7,154.07,0.68,0.29,0.19,2026-06-05 12:53:52.111025
212,1,1,27.4,81,148.35,0.68,0.29,0.19,2026-06-05 12:53:55.833436
213,1,1,27.3,81.3,153.19,0.68,0.29,0.19,2026-06-05 12:54:01.077899
214,1,1,27.3,81.8,151.65,0.69,0.29,0.2,2026-06-05 12:54:06.34974
215,1,1,27.4,82,156.7,0.69,0.29,0.2,2026-06-05 12:54:11.617459
216,1,1,27.3,82.1,158.68,0.69,0.29,0.2,2026-06-05 12:54:16.889827
217,1,1,27.4,82,154.07,0.69,0.29,0.2,2026-06-05 12:54:22.158672
218,1,1,27.3,80.9,160.44,0.69,0.29,0.2,2026-06-05 12:54:25.894004
219,1,1,27.4,79.8,154.73,0.69,0.29,0.2,2026-06-05 12:54:31.145549
220,1,1,27.3,80.4,163.52,0.69,0.29,0.2,2026-06-05 12:54:36.41622
221,1,1,27.3,80.6,159.34,0.7,0.29,0.21,2026-06-05 12:54:41.69972
222,1,1,27.3,80.7,153.19,0.7,0.29,0.21,2026-06-05 12:54:46.982691
223,1,1,27.3,81.9,160.44,0.7,0.29,0.21,2026-06-05 12:54:50.695408
224,1,1,27.3,82.6,154.51,0.7,0.29,0.21,2026-06-05 12:54:55.96777
225,1,1,27.3,81.9,161.32,0.7,0.29,0.21,2026-06-05 12:55:01.235443
226,1,1,27.3,80.9,156.26,0.7,0.29,0.21,2026-06-05 12:55:06.514005
227,1,1,27.3,80.7,163.3,0.7,0.29,0.21,2026-06-05 12:55:11.781292
228,1,1,27.3,81.1,163.08,0.71,0.29,0.22,2026-06-05 12:55:17.058569
229,1,1,27.3,82,160.22,0.71,0.29,0.22,2026-06-05 12:55:20.787205
230,1,1,27.3,82,166.37,0.71,0.29,0.22,2026-06-05 12:55:26.05362
231,1,1,27.3,81.9,160.22,0.71,0.29,0.22,2026-06-05 12:55:31.324017
232,1,1,27.3,82.2,162.86,0.71,0.29,0.22,2026-06-05 12:55:36.621697
233,1,1,27.3,81.7,161.98,0.71,0.29,0.22,2026-06-05 12:55:41.895784
234,1,1,27.3,81.7,156.7,0.72,0.29,0.22,2026-06-05 12:55:47.182091
235,1,1,27.3,80.5,156.7,0.72,0.29,0.23,2026-06-05 12:55:50.863603
236,1,1,27.3,81.6,165.05,0.72,0.29,0.23,2026-06-05 12:55:56.13693
237,1,1,27.3,82.5,158.68,0.72,0.29,0.23,2026-06-05 12:56:01.399644
238,1,1,27.3,83.4,165.27,0.72,0.29,0.23,2026-06-05 12:56:06.667798
239,1,1,27.3,84.1,160.88,0.72,0.29,0.23,2026-06-05 12:56:11.957775
240,1,1,27.3,84.2,166.37,0.72,0.29,0.23,2026-06-05 12:56:16.525931
241,1,1,27.3,84.4,158.46,0.73,0.29,0.23,2026-06-05 12:56:20.944152
242,1,1,27.3,85.1,164.18,0.73,0.29,0.24,2026-06-05 12:56:26.208231
243,1,1,27.3,85.4,160.22,0.73,0.29,0.24,2026-06-05 12:56:31.483671
244,1,1,27.3,86,159.56,0.73,0.29,0.24,2026-06-05 12:56:36.795113
245,1,1,27.3,86.3,163.3,0.73,0.29,0.24,2026-06-05 12:56:42.033599
246,1,1,27.3,86.5,166.59,0.73,0.29,0.24,2026-06-05 12:56:45.760041
247,1,1,27.3,86.8,163.74,0.73,0.29,0.24,2026-06-05 12:56:51.032292
248,1,1,27.3,87,161.1,0.74,0.29,0.24,2026-06-05 12:56:56.298026
249,1,1,27.3,86.4,162.86,0.74,0.29,0.25,2026-06-05 12:57:01.568128
250,1,1,27.3,86.3,159.78,0.74,0.29,0.25,2026-06-05 12:57:06.851295
251,1,1,27.3,85.6,162.2,0.74,0.29,0.25,2026-06-05 12:57:12.113988
252,1,1,27.3,85.5,169.67,0.74,0.29,0.25,2026-06-05 12:57:15.851226
253,1,1,27.4,86.3,162.64,0.74,0.29,0.25,2026-06-05 12:57:21.122455
254,1,1,27.3,86.5,164.62,0.74,0.29,0.25,2026-06-05 12:57:26.391073
255,1,1,27.3,86.2,163.74,0.75,0.29,0.25,2026-06-05 12:57:31.658849
256,1,1,27.3,86.4,156.7,0.75,0.29,0.26,2026-06-05 12:57:36.931016
257,1,1,27.4,87.2,161.98,0.75,0.29,0.26,2026-06-05 12:57:42.202975
258,1,1,27.3,87.4,164.62,0.75,0.29,0.26,2026-06-05 12:57:45.923797
259,1,1,27.3,87.5,163.96,0.75,0.29,0.26,2026-06-05 12:57:51.204067
260,1,1,27.4,87.7,158.46,0.75,0.29,0.26,2026-06-05 12:57:56.478767
261,1,1,27.3,87.8,163.52,0.76,0.29,0.26,2026-06-05 12:58:01.739039
262,1,1,27.4,87.9,162.2,0.76,0.29,0.26,2026-06-05 12:58:07.015492
263,1,1,27.3,85.8,163.3,0.76,0.29,0.26,2026-06-05 12:58:10.843513
264,1,1,27.4,82.8,152.75,0.76,0.29,0.27,2026-06-05 12:58:16.05715
265,1,1,27.4,80.3,159.78,0.76,0.29,0.27,2026-06-05 12:58:21.3084
266,1,1,27.9,77.2,162.42,0.76,0.29,0.27,2026-06-05 12:58:26.589491
267,1,1,29,74,160,0.76,0.29,0.27,2026-06-05 12:58:31.857553
268,1,1,30.3,70.5,165.05,0.77,0.3,0.27,2026-06-05 12:58:37.126023
269,1,1,31.2,67.9,161.1,0.77,0.3,0.27,2026-06-05 12:58:40.819511
270,1,1,32.6,63.9,162.2,0.77,0.3,0.27,2026-06-05 12:58:46.094981
271,1,1,33.6,65.6,165.93,0.77,0.3,0.28,2026-06-05 12:58:51.36917
272,1,1,34.2,65,169.23,0.77,0.3,0.28,2026-06-05 12:58:56.64093
273,1,1,34.9,63.3,164.4,0.77,0.3,0.28,2026-06-05 12:59:01.911064
274,1,1,35.5,62.3,161.98,0.77,0.3,0.28,2026-06-05 12:59:07.185493
275,1,1,35.9,61.1,160.88,0.78,0.3,0.28,2026-06-05 12:59:10.906838
276,1,1,36.4,59.9,165.93,0.78,0.31,0.28,2026-06-05 12:59:16.182045
277,1,1,36.9,58.1,160.66,0.78,0.31,0.28,2026-06-05 12:59:21.450172
278,1,1,37.4,56.7,159.78,0.78,0.31,0.28,2026-06-05 12:59:26.723903
279,1,1,37.8,55.6,163.74,0.78,0.31,0.29,2026-06-05 12:59:31.994885
280,1,1,38.3,54.6,163.08,0.78,0.31,0.29,2026-06-05 12:59:35.673632
281,1,1,38.6,53.7,166.81,0.79,0.31,0.29,2026-06-05 12:59:40.94024
282,1,1,39,52.3,162.86,0.79,0.31,0.29,2026-06-05 12:59:46.21658
283,1,1,39.4,51.1,163.3,0.79,0.32,0.29,2026-06-05 12:59:51.493947
284,1,1,39.7,50.4,162.2,0.79,0.32,0.29,2026-06-05 12:59:56.775342
285,1,1,40.1,49.6,163.08,0.79,0.32,0.29,2026-06-05 13:00:02.055831
286,1,1,40.5,48.2,166.81,0.79,0.32,0.3,2026-06-05 13:00:05.799124
287,1,1,40.7,47.9,159.12,0.79,0.32,0.3,2026-06-05 13:00:11.072885
288,1,1,41,47,156.7,0.8,0.32,0.3,2026-06-05 13:00:16.345598
289,1,1,41.3,46.4,163.74,0.8,0.32,0.3,2026-06-05 13:00:21.624174
290,1,1,41.6,45.9,160.44,0.8,0.33,0.3,2026-06-05 13:00:26.90126
291,1,1,41.9,45.1,162.42,0.8,0.33,0.3,2026-06-05 13:00:32.170914
292,1,1,42.1,44.5,159.78,0.8,0.33,0.3,2026-06-05 13:00:35.879121
293,1,1,42.4,44,156.92,0.8,0.33,0.3,2026-06-05 13:00:41.146999
294,1,1,42.6,43.5,163.08,0.8,0.33,0.31,2026-06-05 13:00:46.434391
295,1,1,42.8,43.1,163.08,0.81,0.33,0.31,2026-06-05 13:00:51.727275
296,1,1,43.1,42.8,159.78,0.81,0.33,0.31,2026-06-05 13:00:57.005157
297,1,1,43.3,42.3,163.3,0.81,0.33,0.31,2026-06-05 13:01:00.695936
298,1,1,43.5,42,163.96,0.81,0.34,0.31,2026-06-05 13:01:05.961756
299,1,1,43.7,41.6,163.96,0.81,0.34,0.31,2026-06-05 13:01:11.239252
300,1,1,43.9,41.2,157.8,0.81,0.34,0.31,2026-06-05 13:01:16.506506
301,1,1,44,41,164.4,0.81,0.34,0.32,2026-06-05 13:01:21.776166
302,1,1,44.2,40.7,158.46,0.82,0.34,0.32,2026-06-05 13:01:27.05966
303,1,1,44.3,40.3,161.98,0.82,0.34,0.32,2026-06-05 13:01:30.789381
304,1,1,44.5,40.3,140,0.82,0.34,0.32,2026-06-05 13:01:36.062993
